gstin,due_date,actual_filing_date,turnover
29ABCDE1563Z3,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,273779.5602735022
29ABCDE1564Z4,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,199265.49176273748
29ABCDE1565Z5,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,175716.6244090713
29ABCDE1567Z7,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,675544.7854986362
29ABCDE1568Z8,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,109049.99612418909
29ABCDE1569Z9,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,65730.46306175044
29ABCDE1570Z0,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,445343.0497519314
29ABCDE1572Z2,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,73883.11432489102
29ABCDE1574Z4,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,84281.82752377616
29ABCDE1575Z5,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,54505.220416135446
29ABCDE1576Z6,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,27628.97523759586
29ABCDE1578Z8,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,422584.59123181575
29ABCDE1579Z9,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,333826.44278336264
29ABCDE1582Z2,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,50014.22260568256
29ABCDE1585Z5,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,441411.0188755259
29ABCDE1586Z6,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,52144.73126627622
29ABCDE1587Z7,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,78917.26901736444
29ABCDE1588Z8,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,44769.821082405084
29ABCDE1590Z0,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,77338.02302511419
29ABCDE1593Z3,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,117463.67206669727
29ABCDE1594Z4,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,49107.33766151509
29ABCDE1595Z5,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,35449.2904268824
29ABCDE1596Z6,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,46396.092280551005
29ABCDE1597Z7,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,151448.31478163518
29ABCDE1598Z8,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,225314.58927121438
29ABCDE1599Z9,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,31191.99640222434
29ABCDE1602Z2,2024-03-31 23:59:59.999999,2024-04-15 23:59:59.999999,344036.4984656887
29ABCDE1606Z6,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,89945.18537502745
29ABCDE1608Z8,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,36200.68528327909
29ABCDE1610Z0,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,57271.888731175735
29ABCDE1611Z1,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,408999.7913489839
29ABCDE1615Z5,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,196562.75602143985
29ABCDE1617Z7,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,70770.17962688592
29ABCDE1618Z8,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,117792.76948739532
29ABCDE1625Z5,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,534005.8161815364
29ABCDE1626Z6,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,97647.74401360631
29ABCDE1627Z7,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,224573.47897313617
29ABCDE1630Z0,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,122202.93286439839
29ABCDE1631Z1,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,60771.47608130169
29ABCDE1632Z2,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,98431.84064787626
29ABCDE1633Z3,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,424148.9285089057
29ABCDE1635Z5,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,500524.3623563888
29ABCDE1637Z7,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,113756.88230639254
29ABCDE1641Z1,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,116504.97244915304
29ABCDE1642Z2,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,40601.445917029
29ABCDE1643Z3,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,240046.07301964483
29ABCDE1647Z7,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,64643.01821676018
29ABCDE1648Z8,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,102976.71095267932
29ABCDE1652Z2,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,50801.09099466372
29ABCDE1653Z3,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,101286.65927712302
29ABCDE1654Z4,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,495653.9359134131
29ABCDE1658Z8,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,107527.4930987103
29ABCDE1660Z0,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,223948.98598268433
29ABCDE1666Z6,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,34194.40962449646
29ABCDE1667Z7,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,46102.099011701444
29ABCDE1670Z0,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,87116.54083566988
29ABCDE1672Z2,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,53518.4616476043
29ABCDE1674Z4,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,968139.9615947482
29ABCDE1676Z6,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,243158.24510805943
29ABCDE1677Z7,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,297524.7061086955
29ABCDE1680Z0,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,38554.404351625206
29ABCDE1682Z2,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,143664.36916951364
29ABCDE1683Z3,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,1048461.3774409029
29ABCDE1684Z4,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,423690.6567909493
29ABCDE1685Z5,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,62022.46124121324
29ABCDE1687Z7,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,27643.950812258914
29ABCDE1688Z8,2024-03-31 23:59:59.999999,2024-04-06 23:59:59.999999,405471.75918284163
29ABCDE1692Z2,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,81841.77001268581
29ABCDE1693Z3,2024-03-31 23:59:59.999999,2024-03-31 23:59:59.999999,50204.141163755434
29ABCDE1694Z4,2024-03-31 23:59:59.999999,2024-04-10 23:59:59.999999,301462.3682413381
29ABCDE1695Z5,2024-03-31 23:59:59.999999,2024-04-25 23:59:59.999999,41702.06354579349
29ABCDE1002Z2,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,48932.981531805686
29ABCDE1003Z3,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,584399.7233535927
29ABCDE1004Z4,2024-04-30 23:59:59.999999,2024-05-15 23:59:59.999999,24774.74726158235
29ABCDE1008Z8,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,39082.65931105795
29ABCDE1010Z0,2024-04-30 23:59:59.999999,2024-05-14 23:59:59.999999,342452.23938775127
29ABCDE1012Z2,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,145483.2638242781
29ABCDE1016Z6,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,131781.44873900997
29ABCDE1017Z7,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,36024.20082710513
29ABCDE1018Z8,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,162234.66268405452
29ABCDE1019Z9,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,336944.4304344108
29ABCDE1020Z0,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,35305.88652522552
29ABCDE1023Z3,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,263608.79912732623
29ABCDE1025Z5,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,67598.85039315083
29ABCDE1026Z6,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,80124.41146738558
29ABCDE1028Z8,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,45534.80611204204
29ABCDE1029Z9,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,115683.26098973762
29ABCDE1030Z0,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,43183.597986447916
29ABCDE1033Z3,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,32502.961854641897
29ABCDE1034Z4,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,36964.67246578984
29ABCDE1035Z5,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,208138.987577443
29ABCDE1037Z7,2024-04-30 23:59:59.999999,2024-05-15 23:59:59.999999,92996.20457533865
29ABCDE1039Z9,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,63763.451404497675
29ABCDE1040Z0,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,76023.5331071793
29ABCDE1041Z1,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,64132.80906480888
29ABCDE1043Z3,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,52916.91786052055
29ABCDE1044Z4,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,75283.06277768545
29ABCDE1045Z5,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,77817.75084258607
29ABCDE1046Z6,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,33305.80457095097
29ABCDE1047Z7,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,81154.55987547856
29ABCDE1049Z9,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,131085.19755031136
29ABCDE1050Z0,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,46330.31376435316
29ABCDE1051Z1,2024-04-30 23:59:59.999999,2024-05-15 23:59:59.999999,51234.05698639819
29ABCDE1053Z3,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,38005.501605835845
29ABCDE1054Z4,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,156043.95385936962
29ABCDE1055Z5,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,55826.31919297624
29ABCDE1056Z6,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,59468.47857616134
29ABCDE1057Z7,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,586814.3936431033
29ABCDE1059Z9,2024-04-30 23:59:59.999999,2024-05-19 23:59:59.999999,38845.81729030874
29ABCDE1060Z0,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,119371.68118908958
29ABCDE1061Z1,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,66057.77274973356
29ABCDE1062Z2,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,51088.22786831552
29ABCDE1066Z6,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,41009.158200038226
29ABCDE1068Z8,2024-04-30 23:59:59.999999,2024-05-03 23:59:59.999999,93597.4624414278
29ABCDE1069Z9,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,262070.98643977576
29ABCDE1073Z3,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,259564.382887118
29ABCDE1074Z4,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,63545.60032959281
29ABCDE1076Z6,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,136820.7694597497
29ABCDE1082Z2,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,49565.97037719879
29ABCDE1083Z3,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,190036.68366866928
29ABCDE1084Z4,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,458939.12530611083
29ABCDE1089Z9,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,180249.73543386807
29ABCDE1090Z0,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,72977.87901499328
29ABCDE1092Z2,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,55240.1578162531
29ABCDE1093Z3,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,52867.29160438364
29ABCDE1096Z6,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,34611.212693105386
29ABCDE1098Z8,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,322492.62975237565
29ABCDE1099Z9,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,344657.5093186056
29ABCDE1100Z0,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,141624.27849806903
29ABCDE1102Z2,2024-04-30 23:59:59.999999,2024-05-13 23:59:59.999999,625844.3547861327
29ABCDE1103Z3,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,288774.1607301339
29ABCDE1112Z2,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,345655.317249495
29ABCDE1113Z3,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,196201.32302188408
29ABCDE1115Z5,2024-04-30 23:59:59.999999,2024-05-02 23:59:59.999999,421983.0517328679
29ABCDE1117Z7,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,167450.0793631915
29ABCDE1119Z9,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,45062.76575771268
29ABCDE1121Z1,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,160714.98580397488
29ABCDE1123Z3,2024-04-30 23:59:59.999999,2024-05-19 23:59:59.999999,84419.82905782381
29ABCDE1125Z5,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,49685.101405088586
29ABCDE1128Z8,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,593882.6734870933
29ABCDE1130Z0,2024-04-30 23:59:59.999999,2024-05-18 23:59:59.999999,189331.771925828
29ABCDE1131Z1,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,125743.80759475779
29ABCDE1135Z5,2024-04-30 23:59:59.999999,2024-05-09 23:59:59.999999,172887.23230775495
29ABCDE1137Z7,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,439288.10481859924
29ABCDE1140Z0,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,91605.12574068925
29ABCDE1141Z1,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,145016.57693674188
29ABCDE1143Z3,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,48817.002643107626
29ABCDE1144Z4,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,44222.142669363166
29ABCDE1145Z5,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,341573.6413116442
29ABCDE1147Z7,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,313243.43209957454
29ABCDE1149Z9,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,451602.9284163998
29ABCDE1151Z1,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,44460.28986974946
29ABCDE1152Z2,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,365320.6329656596
29ABCDE1153Z3,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,142287.03266955272
29ABCDE1157Z7,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,636698.9254912937
29ABCDE1160Z0,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,172084.18994851137
29ABCDE1166Z6,2024-04-30 23:59:59.999999,2024-05-21 23:59:59.999999,534214.7595072173
29ABCDE1167Z7,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,239229.30328259763
29ABCDE1170Z0,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,181367.69659487944
29ABCDE1171Z1,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,74862.10695491801
29ABCDE1172Z2,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,700221.5420790439
29ABCDE1174Z4,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,213906.13522726682
29ABCDE1175Z5,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,386661.20817426586
29ABCDE1176Z6,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,33448.13198851445
29ABCDE1177Z7,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,46121.81195099106
29ABCDE1178Z8,2024-04-30 23:59:59.999999,2024-05-06 23:59:59.999999,244911.93297646556
29ABCDE1181Z1,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,203766.1935923764
29ABCDE1182Z2,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,305961.520404135
29ABCDE1183Z3,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,42633.434465363636
29ABCDE1184Z4,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,39705.53344205213
29ABCDE1186Z6,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,37252.67948679939
29ABCDE1187Z7,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,67869.71865389016
29ABCDE1188Z8,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,56511.7185039768
29ABCDE1190Z0,2024-04-30 23:59:59.999999,2024-05-27 23:59:59.999999,80225.83660379829
29ABCDE1192Z2,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,53416.082228954874
29ABCDE1193Z3,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,61572.80554665254
29ABCDE1195Z5,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,243460.46439644907
29ABCDE1196Z6,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,79018.92283032692
29ABCDE1197Z7,2024-04-30 23:59:59.999999,2024-05-11 23:59:59.999999,56934.510478086966
29ABCDE1198Z8,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,75254.61160162346
29ABCDE1204Z4,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,1007680.6193704853
29ABCDE1206Z6,2024-04-30 23:59:59.999999,2024-05-06 23:59:59.999999,27414.07785129716
29ABCDE1207Z7,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,48328.867635692004
29ABCDE1208Z8,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,61663.01771239306
29ABCDE1209Z9,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,47840.25726660147
29ABCDE1210Z0,2024-04-30 23:59:59.999999,2024-05-23 23:59:59.999999,103238.84774515261
29ABCDE1212Z2,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,490284.7465090821
29ABCDE1215Z5,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,465302.017975182
29ABCDE1217Z7,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,48555.75852340802
29ABCDE1219Z9,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,270911.8387681777
29ABCDE1223Z3,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,164090.12191733817
29ABCDE1224Z4,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,36730.14218360905
29ABCDE1226Z6,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,66485.74726236604
29ABCDE1227Z7,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,415060.1180595462
29ABCDE1231Z1,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,34754.19072883512
29ABCDE1233Z3,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,125288.9395004981
29ABCDE1238Z8,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,430561.3262457332
29ABCDE1239Z9,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,43081.5830202895
29ABCDE1240Z0,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,47453.15994843009
29ABCDE1241Z1,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,120876.60522113774
29ABCDE1243Z3,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,39839.746784726725
29ABCDE1245Z5,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,53579.68048744786
29ABCDE1246Z6,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,277132.98493718053
29ABCDE1247Z7,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,417270.87899198895
29ABCDE1248Z8,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,320943.84528106306
29ABCDE1251Z1,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,34555.66305802918
29ABCDE1252Z2,2024-04-30 23:59:59.999999,2024-05-25 23:59:59.999999,63031.66708811438
29ABCDE1255Z5,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,393295.79360310856
29ABCDE1257Z7,2024-04-30 23:59:59.999999,2024-05-23 23:59:59.999999,55414.72154487136
29ABCDE1258Z8,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,64688.18824122637
29ABCDE1260Z0,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,174825.4794348191
29ABCDE1261Z1,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,61869.356723082456
29ABCDE1264Z4,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,495268.76633724064
29ABCDE1265Z5,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,86310.33187541996
29ABCDE1270Z0,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,57702.705505381266
29ABCDE1272Z2,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,49528.70209095312
29ABCDE1273Z3,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,704399.5398587234
29ABCDE1275Z5,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,165947.22291229758
29ABCDE1277Z7,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,40405.78492249667
29ABCDE1279Z9,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,56288.58692281195
29ABCDE1280Z0,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,519174.92159292416
29ABCDE1281Z1,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,216691.6739432807
29ABCDE1283Z3,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,57822.794660390085
29ABCDE1285Z5,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,244880.9805245328
29ABCDE1286Z6,2024-04-30 23:59:59.999999,2024-05-10 23:59:59.999999,37296.03278358555
29ABCDE1287Z7,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,62968.645357728084
29ABCDE1289Z9,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,125889.12162395603
29ABCDE1290Z0,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,111868.62917578736
29ABCDE1291Z1,2024-04-30 23:59:59.999999,2024-05-26 23:59:59.999999,103415.55225074076
29ABCDE1293Z3,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,41072.546675445956
29ABCDE1294Z4,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,766551.7564078423
29ABCDE1296Z6,2024-04-30 23:59:59.999999,2024-05-21 23:59:59.999999,173112.90521792017
29ABCDE1298Z8,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,392682.44167276577
29ABCDE1299Z9,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,71410.92315506832
29ABCDE1304Z4,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,153007.85972002248
29ABCDE1305Z5,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,41083.91736036712
29ABCDE1306Z6,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,793944.0746796824
29ABCDE1308Z8,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,221651.08814058686
29ABCDE1310Z0,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,136234.76298890967
29ABCDE1311Z1,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,126824.90546040291
29ABCDE1312Z2,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,66359.51120073195
29ABCDE1316Z6,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,285887.2012909255
29ABCDE1317Z7,2024-04-30 23:59:59.999999,2024-05-15 23:59:59.999999,220868.19572752248
29ABCDE1319Z9,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,32106.94740024008
29ABCDE1322Z2,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,397177.33173985884
29ABCDE1325Z5,2024-04-30 23:59:59.999999,2024-05-07 23:59:59.999999,36804.94410159295
29ABCDE1326Z6,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,359328.00643756986
29ABCDE1328Z8,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,261698.08458429726
29ABCDE1329Z9,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,42954.54906936017
29ABCDE1330Z0,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,102901.7426492538
29ABCDE1331Z1,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,52477.83268256556
29ABCDE1334Z4,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,30888.979290493553
29ABCDE1335Z5,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,93517.17049526493
29ABCDE1336Z6,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,60020.1254288388
29ABCDE1344Z4,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,63184.44455223944
29ABCDE1348Z8,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,319714.023198436
29ABCDE1350Z0,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,193299.7030938167
29ABCDE1351Z1,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,50078.22911914933
29ABCDE1352Z2,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,48394.90502557605
29ABCDE1353Z3,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,27168.811299485973
29ABCDE1355Z5,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,167068.10786550978
29ABCDE1356Z6,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,386158.5827470725
29ABCDE1360Z0,2024-04-30 23:59:59.999999,2024-05-16 23:59:59.999999,189788.6884506179
29ABCDE1361Z1,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,149281.6749956087
29ABCDE1362Z2,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,99662.70351318232
29ABCDE1363Z3,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,246449.1850452717
29ABCDE1365Z5,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,445321.1719165219
29ABCDE1368Z8,2024-04-30 23:59:59.999999,2024-04-30 23:59:59.999999,82609.58567446395
